CustomerID,LastLoginDate,LoginFrequency,ServiceUsage
1,2023-10-21 00:00:00,34,Mobile App
2,2023-12-05 00:00:00,5,Website
3,2023-11-15 00:00:00,3,Website
4,2023-08-25 00:00:00,2,Website
5,2023-10-27 00:00:00,41,Website
6,2023-09-17 00:00:00,2,Website
7,2023-01-07 00:00:00,32,Mobile App
8,2023-04-22 00:00:00,17,Online Banking
9,2023-06-27 00:00:00,24,Website
10,2023-01-13 00:00:00,29,Online Banking
11,2023-01-22 00:00:00,30,Online Banking
12,2023-12-31 00:00:00,43,Website
13,2023-07-05 00:00:00,10,Mobile App
14,2023-01-10 00:00:00,26,Online Banking
15,2023-06-15 00:00:00,44,Online Banking
16,2023-03-15 00:00:00,41,Online Banking
17,2023-09-03 00:00:00,8,Online Banking
18,2023-11-24 00:00:00,37,Website
19,2023-03-08 00:00:00,39,Online Banking
20,2023-08-15 00:00:00,16,Website
21,2023-06-16 00:00:00,18,Website
22,2023-05-06 00:00:00,42,Mobile App
23,2023-07-07 00:00:00,19,Mobile App
24,2023-10-04 00:00:00,12,Mobile App
25,2023-02-15 00:00:00,27,Mobile App
26,2023-09-29 00:00:00,45,Mobile App
27,2023-10-01 00:00:00,22,Mobile App
28,2023-10-26 00:00:00,42,Online Banking
29,2023-09-02 00:00:00,34,Website
30,2023-07-12 00:00:00,38,Website
31,2023-08-17 00:00:00,23,Online Banking
32,2023-01-06 00:00:00,48,Mobile App
33,2023-05-19 00:00:00,24,Mobile App
34,2023-04-03 00:00:00,44,Online Banking
35,2023-05-23 00:00:00,19,Mobile App
36,2023-02-11 00:00:00,6,Online Banking
37,2023-08-28 00:00:00,3,Online Banking
38,2023-11-27 00:00:00,47,Online Banking
39,2023-01-20 00:00:00,26,Online Banking
40,2023-10-14 00:00:00,20,Website
41,2023-07-04 00:00:00,38,Mobile App
42,2023-07-17 00:00:00,10,Mobile App
43,2023-05-25 00:00:00,25,Mobile App
44,2023-11-13 00:00:00,35,Mobile App
45,2023-09-02 00:00:00,49,Online Banking
46,2023-07-31 00:00:00,24,Online Banking
47,2023-04-19 00:00:00,21,Website
48,2023-06-12 00:00:00,34,Website
49,2023-02-19 00:00:00,18,Online Banking
50,2023-07-15 00:00:00,19,Online Banking
51,2023-10-31 00:00:00,3,Mobile App
52,2023-02-16 00:00:00,6,Mobile App
53,2023-10-02 00:00:00,20,Mobile App
54,2023-01-20 00:00:00,22,Online Banking
55,2023-08-18 00:00:00,33,Website
56,2023-08-20 00:00:00,14,Mobile App
57,2023-07-20 00:00:00,44,Online Banking
58,2023-04-17 00:00:00,9,Online Banking
59,2023-12-11 00:00:00,45,Online Banking
60,2023-03-02 00:00:00,25,Mobile App
61,2023-12-27 00:00:00,47,Website
62,2023-08-27 00:00:00,16,Mobile App
63,2023-05-26 00:00:00,7,Mobile App
64,2023-06-03 00:00:00,11,Online Banking
65,2023-09-25 00:00:00,27,Mobile App
66,2023-08-17 00:00:00,40,Online Banking
67,2023-07-23 00:00:00,17,Online Banking
68,2023-07-25 00:00:00,5,Website
69,2023-11-13 00:00:00,29,Mobile App
70,2023-03-15 00:00:00,10,Mobile App
71,2023-08-17 00:00:00,47,Online Banking
72,2023-04-25 00:00:00,25,Online Banking
73,2023-10-27 00:00:00,24,Online Banking
74,2023-02-19 00:00:00,44,Mobile App
75,2023-06-17 00:00:00,12,Mobile App
76,2023-05-09 00:00:00,5,Website
77,2023-10-15 00:00:00,29,Online Banking
78,2023-10-07 00:00:00,35,Mobile App
79,2023-04-20 00:00:00,23,Online Banking
80,2023-06-09 00:00:00,32,Mobile App
81,2023-12-03 00:00:00,40,Website
82,2023-05-08 00:00:00,19,Mobile App
83,2023-12-31 00:00:00,25,Mobile App
84,2023-11-30 00:00:00,45,Online Banking
85,2023-08-08 00:00:00,37,Mobile App
86,2023-10-18 00:00:00,1,Website
87,2023-11-22 00:00:00,43,Website
88,2023-02-08 00:00:00,13,Online Banking
89,2023-09-06 00:00:00,12,Mobile App
90,2023-05-30 00:00:00,47,Online Banking
91,2023-02-03 00:00:00,43,Mobile App
92,2023-07-01 00:00:00,37,Mobile App
93,2023-10-16 00:00:00,42,Mobile App
94,2023-06-27 00:00:00,41,Website
95,2023-06-20 00:00:00,12,Online Banking
96,2023-02-27 00:00:00,36,Mobile App
97,2023-12-20 00:00:00,38,Website
98,2023-05-23 00:00:00,9,Mobile App
99,2023-02-10 00:00:00,14,Online Banking
100,2023-06-02 00:00:00,45,Online Banking
101,2023-01-15 00:00:00,35,Online Banking
102,2023-01-14 00:00:00,32,Online Banking
103,2023-04-27 00:00:00,46,Mobile App
104,2023-03-23 00:00:00,3,Online Banking
105,2023-12-24 00:00:00,30,Website
106,2023-07-20 00:00:00,49,Mobile App
107,2023-01-27 00:00:00,7,Online Banking
108,2023-03-24 00:00:00,1,Mobile App
109,2023-04-28 00:00:00,20,Mobile App
110,2023-10-10 00:00:00,25,Website
111,2023-06-17 00:00:00,33,Website
112,2023-10-16 00:00:00,35,Website
113,2023-04-12 00:00:00,44,Online Banking
114,2023-08-02 00:00:00,24,Website
115,2023-09-21 00:00:00,14,Mobile App
116,2023-08-20 00:00:00,39,Mobile App
117,2023-12-25 00:00:00,44,Online Banking
118,2023-10-01 00:00:00,34,Online Banking
119,2023-03-29 00:00:00,18,Mobile App
120,2023-02-23 00:00:00,2,Online Banking
121,2023-09-09 00:00:00,38,Mobile App
122,2023-06-14 00:00:00,17,Mobile App
123,2023-03-15 00:00:00,23,Mobile App
124,2023-02-19 00:00:00,33,Website
125,2023-06-21 00:00:00,28,Online Banking
126,2023-05-14 00:00:00,15,Website
127,2023-01-18 00:00:00,11,Website
128,2023-07-07 00:00:00,23,Website
129,2023-03-21 00:00:00,13,Website
130,2023-02-25 00:00:00,47,Mobile App
131,2023-09-24 00:00:00,11,Website
132,2023-06-15 00:00:00,36,Website
133,2023-04-13 00:00:00,38,Mobile App
134,2023-01-05 00:00:00,27,Mobile App
135,2023-06-19 00:00:00,18,Mobile App
136,2023-11-07 00:00:00,40,Mobile App
137,2023-06-19 00:00:00,38,Online Banking
138,2023-03-20 00:00:00,34,Online Banking
139,2023-06-03 00:00:00,22,Website
140,2023-10-21 00:00:00,18,Mobile App
141,2023-06-28 00:00:00,41,Online Banking
142,2023-04-27 00:00:00,18,Mobile App
143,2023-12-25 00:00:00,13,Website
144,2023-02-18 00:00:00,39,Online Banking
145,2023-10-11 00:00:00,16,Online Banking
146,2023-12-12 00:00:00,8,Mobile App
147,2023-09-02 00:00:00,34,Mobile App
148,2023-03-09 00:00:00,29,Website
149,2023-02-17 00:00:00,6,Online Banking
150,2023-06-29 00:00:00,38,Mobile App
151,2023-06-02 00:00:00,36,Mobile App
152,2023-09-30 00:00:00,48,Mobile App
153,2023-01-26 00:00:00,42,Online Banking
154,2023-04-19 00:00:00,26,Mobile App
155,2023-04-08 00:00:00,18,Website
156,2023-06-30 00:00:00,11,Mobile App
157,2023-06-13 00:00:00,27,Mobile App
158,2023-10-03 00:00:00,30,Online Banking
159,2023-05-11 00:00:00,18,Website
160,2023-05-02 00:00:00,43,Online Banking
161,2023-07-24 00:00:00,4,Mobile App
162,2023-06-11 00:00:00,6,Mobile App
163,2023-01-13 00:00:00,22,Mobile App
164,2023-11-25 00:00:00,2,Website
165,2023-03-01 00:00:00,47,Mobile App
166,2023-08-03 00:00:00,48,Online Banking
167,2023-03-03 00:00:00,40,Website
168,2023-08-29 00:00:00,32,Website
169,2023-06-18 00:00:00,39,Mobile App
170,2023-10-12 00:00:00,21,Website
171,2023-05-04 00:00:00,8,Mobile App
172,2023-12-12 00:00:00,25,Website
173,2023-10-22 00:00:00,41,Mobile App
174,2023-03-09 00:00:00,36,Mobile App
175,2023-11-27 00:00:00,4,Website
176,2023-09-23 00:00:00,15,Website
177,2023-03-05 00:00:00,28,Website
178,2023-05-06 00:00:00,20,Website
179,2023-09-06 00:00:00,38,Website
180,2023-01-30 00:00:00,6,Online Banking
181,2023-04-22 00:00:00,30,Mobile App
182,2023-06-12 00:00:00,32,Online Banking
183,2023-04-21 00:00:00,49,Online Banking
184,2023-04-14 00:00:00,41,Online Banking
185,2023-10-23 00:00:00,4,Online Banking
186,2023-10-18 00:00:00,35,Mobile App
187,2023-01-09 00:00:00,30,Mobile App
188,2023-03-29 00:00:00,49,Mobile App
189,2023-06-21 00:00:00,41,Mobile App
190,2023-04-01 00:00:00,22,Website
191,2023-02-15 00:00:00,2,Website
192,2023-07-07 00:00:00,12,Website
193,2023-05-11 00:00:00,34,Website
194,2023-10-23 00:00:00,34,Website
195,2023-03-07 00:00:00,14,Website
196,2023-01-22 00:00:00,39,Website
197,2023-03-16 00:00:00,39,Online Banking
198,2023-06-21 00:00:00,45,Online Banking
199,2023-01-08 00:00:00,6,Website
200,2023-02-10 00:00:00,8,Online Banking
201,2023-08-14 00:00:00,27,Online Banking
202,2023-03-07 00:00:00,12,Mobile App
203,2023-04-16 00:00:00,21,Website
204,2023-05-08 00:00:00,38,Online Banking
205,2023-01-27 00:00:00,4,Mobile App
206,2023-11-27 00:00:00,25,Mobile App
207,2023-03-28 00:00:00,43,Website
208,2023-06-03 00:00:00,24,Online Banking
209,2023-10-12 00:00:00,12,Mobile App
210,2023-07-24 00:00:00,29,Online Banking
211,2023-03-03 00:00:00,35,Online Banking
212,2023-06-14 00:00:00,37,Website
213,2023-02-23 00:00:00,30,Website
214,2023-11-02 00:00:00,41,Online Banking
215,2023-11-07 00:00:00,42,Online Banking
216,2023-09-06 00:00:00,35,Mobile App
217,2023-08-14 00:00:00,1,Online Banking
218,2023-06-12 00:00:00,40,Mobile App
219,2023-07-18 00:00:00,26,Online Banking
220,2023-11-12 00:00:00,35,Online Banking
221,2023-06-16 00:00:00,42,Mobile App
222,2023-06-03 00:00:00,7,Website
223,2023-07-22 00:00:00,4,Online Banking
224,2023-05-16 00:00:00,5,Website
225,2023-07-15 00:00:00,39,Online Banking
226,2023-03-10 00:00:00,11,Mobile App
227,2023-11-08 00:00:00,15,Online Banking
228,2023-10-16 00:00:00,32,Website
229,2023-12-23 00:00:00,37,Website
230,2023-09-04 00:00:00,9,Online Banking
231,2023-02-20 00:00:00,47,Online Banking
232,2023-09-08 00:00:00,32,Online Banking
233,2023-09-18 00:00:00,33,Website
234,2023-06-19 00:00:00,23,Online Banking
235,2023-12-28 00:00:00,15,Mobile App
236,2023-09-25 00:00:00,30,Online Banking
237,2023-01-13 00:00:00,16,Online Banking
238,2023-09-20 00:00:00,22,Mobile App
239,2023-10-09 00:00:00,43,Mobile App
240,2023-07-27 00:00:00,30,Online Banking
241,2023-12-19 00:00:00,1,Mobile App
242,2023-02-16 00:00:00,35,Online Banking
243,2023-12-09 00:00:00,18,Website
244,2023-06-21 00:00:00,15,Online Banking
245,2023-05-18 00:00:00,21,Online Banking
246,2023-03-24 00:00:00,40,Mobile App
247,2023-12-24 00:00:00,2,Online Banking
248,2023-08-26 00:00:00,30,Online Banking
249,2023-02-06 00:00:00,40,Website
250,2023-01-09 00:00:00,32,Website
251,2023-03-24 00:00:00,28,Website
252,2023-08-11 00:00:00,11,Online Banking
253,2023-12-03 00:00:00,7,Online Banking
254,2023-08-25 00:00:00,1,Mobile App
255,2023-06-17 00:00:00,43,Mobile App
256,2023-08-26 00:00:00,28,Mobile App
257,2023-01-31 00:00:00,39,Website
258,2023-06-17 00:00:00,19,Mobile App
259,2023-03-16 00:00:00,39,Online Banking
260,2023-08-24 00:00:00,32,Website
261,2023-05-29 00:00:00,49,Online Banking
262,2023-02-04 00:00:00,30,Website
263,2023-12-28 00:00:00,2,Website
264,2023-03-08 00:00:00,44,Online Banking
265,2023-04-06 00:00:00,43,Online Banking
266,2023-01-07 00:00:00,37,Online Banking
267,2023-11-24 00:00:00,19,Online Banking
268,2023-12-19 00:00:00,26,Mobile App
269,2023-06-16 00:00:00,1,Mobile App
270,2023-04-12 00:00:00,42,Mobile App
271,2023-10-28 00:00:00,28,Online Banking
272,2023-07-16 00:00:00,26,Online Banking
273,2023-08-30 00:00:00,40,Mobile App
274,2023-01-24 00:00:00,35,Online Banking
275,2023-06-15 00:00:00,3,Website
276,2023-06-02 00:00:00,26,Online Banking
277,2023-07-06 00:00:00,33,Mobile App
278,2023-02-22 00:00:00,22,Online Banking
279,2023-04-12 00:00:00,6,Mobile App
280,2023-11-19 00:00:00,42,Online Banking
281,2023-12-15 00:00:00,34,Online Banking
282,2023-07-22 00:00:00,3,Online Banking
283,2023-09-20 00:00:00,17,Online Banking
284,2023-05-15 00:00:00,6,Mobile App
285,2023-08-31 00:00:00,42,Mobile App
286,2023-04-03 00:00:00,5,Website
287,2023-06-10 00:00:00,20,Website
288,2023-03-21 00:00:00,1,Website
289,2023-11-14 00:00:00,24,Mobile App
290,2023-09-15 00:00:00,9,Mobile App
291,2023-09-26 00:00:00,15,Website
292,2023-12-06 00:00:00,37,Website
293,2023-01-26 00:00:00,18,Mobile App
294,2023-03-19 00:00:00,22,Online Banking
295,2023-03-09 00:00:00,11,Website
296,2023-12-01 00:00:00,38,Mobile App
297,2023-10-06 00:00:00,3,Mobile App
298,2023-08-23 00:00:00,29,Website
299,2023-11-04 00:00:00,46,Mobile App
300,2023-10-15 00:00:00,32,Website
301,2023-10-02 00:00:00,34,Online Banking
302,2023-02-18 00:00:00,8,Website
303,2023-05-20 00:00:00,34,Online Banking
304,2023-04-28 00:00:00,5,Online Banking
305,2023-07-15 00:00:00,9,Mobile App
306,2023-05-03 00:00:00,17,Mobile App
307,2023-11-04 00:00:00,20,Mobile App
308,2023-10-23 00:00:00,42,Mobile App
309,2023-04-16 00:00:00,27,Online Banking
310,2023-07-05 00:00:00,5,Online Banking
311,2023-07-07 00:00:00,46,Mobile App
312,2023-06-23 00:00:00,29,Website
313,2023-06-19 00:00:00,11,Online Banking
314,2023-03-21 00:00:00,26,Mobile App
315,2023-10-09 00:00:00,23,Mobile App
316,2023-01-28 00:00:00,18,Mobile App
317,2023-06-02 00:00:00,20,Website
318,2023-09-11 00:00:00,44,Website
319,2023-03-12 00:00:00,21,Online Banking
320,2023-02-11 00:00:00,26,Online Banking
321,2023-10-30 00:00:00,32,Online Banking
322,2023-11-20 00:00:00,1,Online Banking
323,2023-03-10 00:00:00,2,Website
324,2023-02-23 00:00:00,4,Mobile App
325,2023-09-30 00:00:00,41,Online Banking
326,2023-03-26 00:00:00,10,Website
327,2023-08-27 00:00:00,28,Website
328,2023-04-17 00:00:00,49,Mobile App
329,2023-08-13 00:00:00,37,Online Banking
330,2023-09-18 00:00:00,17,Mobile App
331,2023-01-02 00:00:00,30,Website
332,2023-12-06 00:00:00,6,Website
333,2023-12-13 00:00:00,11,Website
334,2023-01-18 00:00:00,11,Online Banking
335,2023-12-27 00:00:00,2,Mobile App
336,2023-01-25 00:00:00,20,Mobile App
337,2023-08-26 00:00:00,34,Website
338,2023-12-04 00:00:00,41,Mobile App
339,2023-04-23 00:00:00,1,Website
340,2023-09-21 00:00:00,48,Mobile App
341,2023-07-05 00:00:00,27,Online Banking
342,2023-10-02 00:00:00,26,Online Banking
343,2023-07-26 00:00:00,26,Online Banking
344,2023-06-27 00:00:00,8,Mobile App
345,2023-09-08 00:00:00,29,Online Banking
346,2023-01-07 00:00:00,17,Online Banking
347,2023-07-20 00:00:00,33,Mobile App
348,2023-11-30 00:00:00,1,Online Banking
349,2023-08-20 00:00:00,24,Mobile App
350,2023-04-23 00:00:00,25,Online Banking
351,2023-07-23 00:00:00,1,Mobile App
352,2023-09-02 00:00:00,26,Website
353,2023-03-19 00:00:00,16,Online Banking
354,2023-07-13 00:00:00,49,Online Banking
355,2023-01-06 00:00:00,33,Website
356,2023-07-15 00:00:00,28,Mobile App
357,2023-09-10 00:00:00,45,Online Banking
358,2023-01-17 00:00:00,24,Mobile App
359,2023-05-03 00:00:00,36,Website
360,2023-03-26 00:00:00,14,Online Banking
361,2023-04-19 00:00:00,49,Mobile App
362,2023-08-14 00:00:00,5,Mobile App
363,2023-01-01 00:00:00,27,Online Banking
364,2023-08-28 00:00:00,14,Mobile App
365,2023-10-29 00:00:00,24,Online Banking
366,2023-01-16 00:00:00,46,Website
367,2023-09-16 00:00:00,28,Mobile App
368,2023-01-17 00:00:00,8,Online Banking
369,2023-02-07 00:00:00,35,Website
370,2023-06-22 00:00:00,47,Online Banking
371,2023-06-15 00:00:00,35,Website
372,2023-10-26 00:00:00,23,Website
373,2023-05-10 00:00:00,13,Online Banking
374,2023-12-25 00:00:00,47,Online Banking
375,2023-08-31 00:00:00,17,Website
376,2023-02-28 00:00:00,31,Website
377,2023-05-11 00:00:00,10,Online Banking
378,2023-08-22 00:00:00,36,Website
379,2023-07-24 00:00:00,29,Online Banking
380,2023-06-10 00:00:00,16,Mobile App
381,2023-07-18 00:00:00,33,Website
382,2023-03-01 00:00:00,14,Mobile App
383,2023-08-21 00:00:00,7,Online Banking
384,2023-12-26 00:00:00,33,Website
385,2023-08-24 00:00:00,3,Mobile App
386,2023-10-23 00:00:00,26,Website
387,2023-10-30 00:00:00,39,Website
388,2023-08-21 00:00:00,5,Online Banking
389,2023-04-04 00:00:00,23,Online Banking
390,2023-02-18 00:00:00,33,Mobile App
391,2023-07-21 00:00:00,30,Mobile App
392,2023-09-03 00:00:00,33,Mobile App
393,2023-12-04 00:00:00,43,Website
394,2023-07-11 00:00:00,25,Online Banking
395,2023-07-22 00:00:00,22,Online Banking
396,2023-05-07 00:00:00,1,Online Banking
397,2023-05-10 00:00:00,10,Online Banking
398,2023-10-09 00:00:00,23,Online Banking
399,2023-06-02 00:00:00,33,Website
400,2023-03-19 00:00:00,39,Online Banking
401,2023-08-22 00:00:00,28,Website
402,2023-08-11 00:00:00,43,Mobile App
403,2023-08-30 00:00:00,8,Online Banking
404,2023-10-28 00:00:00,27,Mobile App
405,2023-02-25 00:00:00,5,Online Banking
406,2023-12-29 00:00:00,15,Website
407,2023-08-25 00:00:00,48,Mobile App
408,2023-10-14 00:00:00,22,Online Banking
409,2023-01-20 00:00:00,35,Mobile App
410,2023-08-09 00:00:00,30,Online Banking
411,2023-09-20 00:00:00,48,Website
412,2023-12-31 00:00:00,44,Website
413,2023-03-16 00:00:00,33,Website
414,2023-09-04 00:00:00,30,Online Banking
415,2023-06-18 00:00:00,36,Online Banking
416,2023-04-23 00:00:00,16,Online Banking
417,2023-11-09 00:00:00,38,Website
418,2023-09-20 00:00:00,23,Online Banking
419,2023-02-07 00:00:00,37,Online Banking
420,2023-01-06 00:00:00,37,Website
421,2023-12-16 00:00:00,28,Mobile App
422,2023-10-04 00:00:00,14,Mobile App
423,2023-04-04 00:00:00,4,Mobile App
424,2023-09-24 00:00:00,39,Website
425,2023-11-03 00:00:00,33,Website
426,2023-09-10 00:00:00,31,Website
427,2023-08-14 00:00:00,13,Online Banking
428,2023-08-10 00:00:00,36,Mobile App
429,2023-01-11 00:00:00,10,Mobile App
430,2023-07-02 00:00:00,47,Online Banking
431,2023-05-26 00:00:00,31,Website
432,2023-12-16 00:00:00,26,Mobile App
433,2023-12-03 00:00:00,14,Mobile App
434,2023-11-09 00:00:00,4,Mobile App
435,2023-03-18 00:00:00,33,Online Banking
436,2023-09-18 00:00:00,47,Website
437,2023-09-20 00:00:00,13,Website
438,2023-04-20 00:00:00,48,Website
439,2023-02-20 00:00:00,41,Online Banking
440,2023-02-19 00:00:00,34,Online Banking
441,2023-10-28 00:00:00,43,Mobile App
442,2023-06-20 00:00:00,35,Mobile App
443,2023-06-08 00:00:00,28,Website
444,2023-12-06 00:00:00,31,Mobile App
445,2023-05-27 00:00:00,30,Online Banking
446,2023-10-13 00:00:00,32,Mobile App
447,2023-12-01 00:00:00,13,Website
448,2023-09-08 00:00:00,41,Mobile App
449,2023-05-11 00:00:00,34,Mobile App
450,2023-09-08 00:00:00,8,Website
451,2023-07-13 00:00:00,42,Mobile App
452,2023-10-18 00:00:00,25,Online Banking
453,2023-04-20 00:00:00,33,Online Banking
454,2023-07-13 00:00:00,10,Online Banking
455,2023-12-23 00:00:00,40,Website
456,2023-11-22 00:00:00,34,Mobile App
457,2023-06-14 00:00:00,44,Website
458,2023-01-10 00:00:00,33,Website
459,2023-03-13 00:00:00,5,Mobile App
460,2023-02-24 00:00:00,45,Online Banking
461,2023-07-15 00:00:00,27,Online Banking
462,2023-04-09 00:00:00,8,Online Banking
463,2023-04-17 00:00:00,7,Online Banking
464,2023-12-11 00:00:00,22,Website
465,2023-11-14 00:00:00,46,Website
466,2023-06-25 00:00:00,28,Online Banking
467,2023-12-17 00:00:00,9,Website
468,2023-12-23 00:00:00,31,Online Banking
469,2023-10-24 00:00:00,4,Mobile App
470,2023-06-09 00:00:00,5,Website
471,2023-01-10 00:00:00,13,Mobile App
472,2023-12-30 00:00:00,6,Mobile App
473,2023-01-17 00:00:00,23,Online Banking
474,2023-03-15 00:00:00,47,Online Banking
475,2023-05-08 00:00:00,35,Mobile App
476,2023-01-30 00:00:00,34,Mobile App
477,2023-11-20 00:00:00,38,Online Banking
478,2023-07-16 00:00:00,34,Mobile App
479,2023-09-03 00:00:00,11,Website
480,2023-06-09 00:00:00,6,Website
481,2023-07-19 00:00:00,32,Website
482,2023-01-25 00:00:00,35,Website
483,2023-03-23 00:00:00,34,Mobile App
484,2023-04-13 00:00:00,43,Mobile App
485,2023-09-15 00:00:00,28,Mobile App
486,2023-08-18 00:00:00,5,Online Banking
487,2023-10-11 00:00:00,34,Mobile App
488,2023-06-14 00:00:00,33,Mobile App
489,2023-11-23 00:00:00,12,Online Banking
490,2023-02-28 00:00:00,40,Online Banking
491,2023-11-30 00:00:00,44,Website
492,2023-01-06 00:00:00,38,Online Banking
493,2023-08-29 00:00:00,44,Online Banking
494,2023-10-08 00:00:00,12,Mobile App
495,2023-01-07 00:00:00,37,Online Banking
496,2023-12-29 00:00:00,1,Website
497,2023-08-30 00:00:00,40,Mobile App
498,2023-06-28 00:00:00,5,Website
499,2023-11-30 00:00:00,2,Mobile App
