CustomerID,LastLoginDate,LoginFrequency,ServiceUsage
500,2023-11-22 00:00:00,46,Online Banking
501,2023-04-15 00:00:00,25,Online Banking
502,2023-09-20 00:00:00,38,Mobile App
503,2023-12-07 00:00:00,25,Website
504,2023-11-04 00:00:00,48,Mobile App
505,2023-06-23 00:00:00,22,Mobile App
506,2023-08-10 00:00:00,1,Online Banking
507,2023-10-15 00:00:00,25,Online Banking
508,2023-10-21 00:00:00,33,Online Banking
509,2023-08-08 00:00:00,22,Website
510,2023-07-04 00:00:00,31,Mobile App
511,2023-02-12 00:00:00,19,Online Banking
512,2023-08-02 00:00:00,48,Mobile App
513,2023-06-18 00:00:00,18,Online Banking
514,2023-07-23 00:00:00,1,Mobile App
515,2023-01-06 00:00:00,19,Online Banking
516,2023-12-28 00:00:00,14,Mobile App
517,2023-01-11 00:00:00,11,Online Banking
518,2023-09-25 00:00:00,8,Mobile App
519,2023-06-09 00:00:00,18,Mobile App
520,2023-07-16 00:00:00,9,Mobile App
521,2023-02-09 00:00:00,43,Website
522,2023-09-15 00:00:00,28,Website
523,2023-08-22 00:00:00,11,Mobile App
524,2023-10-30 00:00:00,49,Online Banking
525,2023-12-07 00:00:00,41,Website
526,2023-02-14 00:00:00,30,Online Banking
527,2023-12-28 00:00:00,44,Online Banking
528,2023-05-16 00:00:00,27,Online Banking
529,2023-05-18 00:00:00,26,Online Banking
530,2023-12-06 00:00:00,49,Mobile App
531,2023-11-09 00:00:00,12,Online Banking
532,2023-10-22 00:00:00,38,Website
533,2023-10-29 00:00:00,27,Mobile App
534,2023-08-16 00:00:00,37,Mobile App
535,2023-06-26 00:00:00,17,Mobile App
536,2023-11-10 00:00:00,46,Mobile App
537,2023-05-27 00:00:00,9,Online Banking
538,2023-06-13 00:00:00,6,Online Banking
539,2023-09-22 00:00:00,13,Mobile App
540,2023-01-17 00:00:00,6,Online Banking
541,2023-09-22 00:00:00,38,Mobile App
542,2023-07-07 00:00:00,4,Mobile App
543,2023-08-25 00:00:00,16,Online Banking
544,2023-02-21 00:00:00,36,Website
545,2023-10-08 00:00:00,43,Website
546,2023-02-10 00:00:00,14,Online Banking
547,2023-01-22 00:00:00,29,Website
548,2023-11-29 00:00:00,24,Website
549,2023-09-02 00:00:00,39,Mobile App
550,2023-12-30 00:00:00,39,Online Banking
551,2023-01-03 00:00:00,45,Mobile App
552,2023-02-05 00:00:00,25,Website
553,2023-11-24 00:00:00,46,Website
554,2023-09-25 00:00:00,46,Mobile App
555,2023-11-09 00:00:00,3,Website
556,2023-02-09 00:00:00,42,Online Banking
557,2023-12-02 00:00:00,27,Online Banking
558,2023-10-24 00:00:00,12,Online Banking
559,2023-08-15 00:00:00,43,Website
560,2023-12-20 00:00:00,2,Mobile App
561,2023-10-22 00:00:00,38,Online Banking
562,2023-05-13 00:00:00,26,Online Banking
563,2023-06-12 00:00:00,29,Mobile App
564,2023-06-06 00:00:00,45,Online Banking
565,2023-04-22 00:00:00,30,Website
566,2023-06-15 00:00:00,38,Online Banking
567,2023-11-27 00:00:00,41,Online Banking
568,2023-08-16 00:00:00,32,Online Banking
569,2023-11-22 00:00:00,38,Online Banking
570,2023-08-04 00:00:00,21,Mobile App
571,2023-04-25 00:00:00,8,Website
572,2023-01-26 00:00:00,6,Website
573,2023-01-23 00:00:00,4,Website
574,2023-04-01 00:00:00,17,Mobile App
575,2023-07-10 00:00:00,21,Mobile App
576,2023-12-21 00:00:00,4,Website
577,2023-04-25 00:00:00,35,Website
578,2023-04-23 00:00:00,30,Mobile App
579,2023-05-23 00:00:00,27,Online Banking
580,2023-12-01 00:00:00,12,Website
581,2023-03-25 00:00:00,48,Mobile App
582,2023-10-18 00:00:00,20,Online Banking
583,2023-02-15 00:00:00,40,Online Banking
584,2023-11-07 00:00:00,44,Online Banking
585,2023-04-08 00:00:00,41,Online Banking
586,2023-11-14 00:00:00,33,Online Banking
587,2023-04-01 00:00:00,10,Website
588,2023-11-21 00:00:00,5,Mobile App
589,2023-04-20 00:00:00,11,Mobile App
590,2023-10-14 00:00:00,21,Mobile App
591,2023-04-23 00:00:00,20,Online Banking
592,2023-02-03 00:00:00,44,Mobile App
593,2023-01-04 00:00:00,9,Online Banking
594,2023-06-09 00:00:00,30,Mobile App
595,2023-04-23 00:00:00,48,Online Banking
596,2023-06-07 00:00:00,4,Mobile App
597,2023-10-17 00:00:00,9,Website
598,2023-07-09 00:00:00,40,Online Banking
599,2023-12-16 00:00:00,3,Website
600,2023-11-22 00:00:00,38,Online Banking
601,2023-09-11 00:00:00,25,Website
602,2023-05-13 00:00:00,37,Mobile App
603,2023-06-16 00:00:00,30,Mobile App
604,2023-05-06 00:00:00,31,Website
605,2023-01-13 00:00:00,17,Mobile App
606,2023-10-03 00:00:00,10,Website
607,2023-01-16 00:00:00,8,Mobile App
608,2023-01-14 00:00:00,2,Mobile App
609,2023-12-21 00:00:00,32,Website
610,2023-12-07 00:00:00,11,Mobile App
611,2023-10-11 00:00:00,10,Online Banking
612,2023-12-17 00:00:00,41,Online Banking
613,2023-08-26 00:00:00,32,Online Banking
614,2023-03-25 00:00:00,24,Mobile App
615,2023-08-11 00:00:00,7,Online Banking
616,2023-08-14 00:00:00,29,Online Banking
617,2023-01-22 00:00:00,2,Online Banking
618,2023-11-20 00:00:00,16,Mobile App
619,2023-04-27 00:00:00,31,Online Banking
620,2023-02-25 00:00:00,12,Online Banking
621,2023-08-15 00:00:00,32,Online Banking
622,2023-10-01 00:00:00,47,Online Banking
623,2023-04-12 00:00:00,41,Online Banking
624,2023-11-19 00:00:00,18,Website
625,2023-08-03 00:00:00,3,Mobile App
626,2023-02-27 00:00:00,16,Website
627,2023-11-16 00:00:00,49,Website
628,2023-01-16 00:00:00,42,Website
629,2023-01-07 00:00:00,18,Online Banking
630,2023-08-17 00:00:00,44,Website
631,2023-07-23 00:00:00,15,Website
632,2023-11-28 00:00:00,41,Online Banking
633,2023-11-04 00:00:00,37,Online Banking
634,2023-04-21 00:00:00,23,Mobile App
635,2023-12-10 00:00:00,26,Online Banking
636,2023-09-27 00:00:00,7,Online Banking
637,2023-04-26 00:00:00,48,Online Banking
638,2023-04-30 00:00:00,21,Website
639,2023-03-30 00:00:00,29,Website
640,2023-11-24 00:00:00,45,Website
641,2023-06-15 00:00:00,7,Online Banking
642,2023-08-15 00:00:00,6,Online Banking
643,2023-09-17 00:00:00,27,Online Banking
644,2023-09-11 00:00:00,43,Mobile App
645,2023-06-28 00:00:00,46,Website
646,2023-02-23 00:00:00,17,Website
647,2023-03-11 00:00:00,24,Mobile App
648,2023-08-11 00:00:00,28,Website
649,2023-07-01 00:00:00,26,Website
650,2023-08-30 00:00:00,38,Online Banking
651,2023-05-17 00:00:00,26,Online Banking
652,2023-05-18 00:00:00,40,Website
653,2023-03-30 00:00:00,1,Mobile App
654,2023-02-19 00:00:00,19,Mobile App
655,2023-01-31 00:00:00,26,Mobile App
656,2023-07-10 00:00:00,35,Mobile App
657,2023-12-07 00:00:00,16,Online Banking
658,2023-06-25 00:00:00,13,Mobile App
659,2023-09-25 00:00:00,10,Website
660,2023-08-13 00:00:00,8,Mobile App
661,2023-10-12 00:00:00,27,Mobile App
662,2023-09-01 00:00:00,26,Mobile App
663,2023-04-12 00:00:00,3,Mobile App
664,2023-08-24 00:00:00,45,Online Banking
665,2023-06-15 00:00:00,36,Online Banking
666,2023-10-22 00:00:00,41,Online Banking
667,2023-10-19 00:00:00,8,Online Banking
668,2023-06-03 00:00:00,32,Website
669,2023-11-06 00:00:00,19,Website
670,2023-04-02 00:00:00,12,Online Banking
671,2023-02-28 00:00:00,45,Online Banking
672,2023-04-01 00:00:00,45,Mobile App
673,2023-07-02 00:00:00,13,Mobile App
674,2023-01-23 00:00:00,44,Online Banking
675,2023-06-07 00:00:00,48,Online Banking
676,2023-11-16 00:00:00,45,Mobile App
677,2023-07-05 00:00:00,7,Website
678,2023-04-22 00:00:00,47,Online Banking
679,2023-08-31 00:00:00,47,Website
680,2023-12-24 00:00:00,16,Website
681,2023-06-22 00:00:00,32,Mobile App
682,2023-09-14 00:00:00,9,Mobile App
683,2023-08-19 00:00:00,26,Online Banking
684,2023-07-24 00:00:00,48,Mobile App
685,2023-07-27 00:00:00,40,Website
686,2023-07-29 00:00:00,47,Website
687,2023-11-24 00:00:00,20,Online Banking
688,2023-10-05 00:00:00,6,Website
689,2023-01-24 00:00:00,11,Mobile App
690,2023-12-22 00:00:00,29,Online Banking
691,2023-01-11 00:00:00,7,Mobile App
692,2023-06-24 00:00:00,29,Website
693,2023-10-01 00:00:00,43,Mobile App
694,2023-01-12 00:00:00,4,Online Banking
695,2023-02-09 00:00:00,24,Mobile App
696,2023-02-10 00:00:00,3,Website
697,2023-07-11 00:00:00,12,Online Banking
698,2023-07-03 00:00:00,35,Website
699,2023-02-14 00:00:00,8,Mobile App
700,2023-12-18 00:00:00,38,Online Banking
701,2023-01-18 00:00:00,41,Online Banking
702,2023-12-31 00:00:00,38,Mobile App
703,2023-09-16 00:00:00,15,Mobile App
704,2023-11-03 00:00:00,5,Website
705,2023-05-16 00:00:00,40,Website
706,2023-03-27 00:00:00,16,Online Banking
707,2023-01-02 00:00:00,46,Online Banking
708,2023-09-29 00:00:00,28,Website
709,2023-07-21 00:00:00,13,Mobile App
710,2023-04-29 00:00:00,41,Website
711,2023-02-26 00:00:00,11,Website
712,2023-11-30 00:00:00,37,Mobile App
713,2023-03-12 00:00:00,3,Website
714,2023-09-08 00:00:00,8,Mobile App
715,2023-06-02 00:00:00,38,Online Banking
716,2023-01-11 00:00:00,47,Mobile App
717,2023-05-03 00:00:00,34,Website
718,2023-07-12 00:00:00,38,Mobile App
719,2023-12-16 00:00:00,42,Online Banking
720,2023-01-30 00:00:00,24,Website
721,2023-04-28 00:00:00,18,Website
722,2023-04-03 00:00:00,25,Website
723,2023-06-02 00:00:00,13,Website
724,2023-10-24 00:00:00,39,Website
725,2023-10-14 00:00:00,22,Mobile App
726,2023-08-29 00:00:00,30,Online Banking
727,2023-08-13 00:00:00,30,Mobile App
728,2023-05-05 00:00:00,37,Website
729,2023-02-09 00:00:00,45,Mobile App
730,2023-12-20 00:00:00,43,Website
731,2023-12-20 00:00:00,15,Online Banking
732,2023-12-16 00:00:00,35,Mobile App
733,2023-01-15 00:00:00,6,Online Banking
734,2023-09-04 00:00:00,11,Mobile App
735,2023-10-05 00:00:00,28,Website
736,2023-03-03 00:00:00,30,Website
737,2023-05-13 00:00:00,16,Mobile App
738,2023-05-25 00:00:00,28,Mobile App
739,2023-10-07 00:00:00,25,Online Banking
740,2023-05-27 00:00:00,48,Online Banking
741,2023-06-22 00:00:00,30,Website
742,2023-03-30 00:00:00,45,Online Banking
743,2023-07-28 00:00:00,14,Online Banking
744,2023-06-09 00:00:00,27,Website
745,2023-06-10 00:00:00,48,Website
746,2023-12-18 00:00:00,30,Mobile App
747,2023-12-02 00:00:00,10,Online Banking
748,2023-02-06 00:00:00,20,Mobile App
749,2023-02-26 00:00:00,44,Online Banking
750,2023-08-21 00:00:00,7,Website
751,2023-08-24 00:00:00,34,Website
752,2023-12-07 00:00:00,27,Website
753,2023-06-26 00:00:00,23,Online Banking
754,2023-11-04 00:00:00,46,Website
755,2023-02-19 00:00:00,45,Website
756,2023-08-09 00:00:00,25,Mobile App
757,2023-09-06 00:00:00,28,Mobile App
758,2023-08-07 00:00:00,18,Online Banking
759,2023-03-12 00:00:00,13,Website
760,2023-01-30 00:00:00,13,Online Banking
761,2023-01-07 00:00:00,45,Online Banking
762,2023-11-06 00:00:00,34,Mobile App
763,2023-04-28 00:00:00,14,Mobile App
764,2023-02-15 00:00:00,28,Mobile App
765,2023-12-07 00:00:00,13,Online Banking
766,2023-07-09 00:00:00,34,Website
767,2023-08-10 00:00:00,5,Mobile App
768,2023-08-22 00:00:00,40,Mobile App
769,2023-05-26 00:00:00,10,Mobile App
770,2023-01-30 00:00:00,36,Website
771,2023-04-13 00:00:00,6,Online Banking
772,2023-04-30 00:00:00,21,Online Banking
773,2023-07-07 00:00:00,35,Website
774,2023-11-24 00:00:00,16,Online Banking
775,2023-08-01 00:00:00,20,Website
776,2023-08-06 00:00:00,31,Mobile App
777,2023-09-22 00:00:00,5,Website
778,2023-07-24 00:00:00,6,Online Banking
779,2023-07-17 00:00:00,2,Mobile App
780,2023-10-19 00:00:00,39,Mobile App
781,2023-01-28 00:00:00,22,Mobile App
782,2023-09-07 00:00:00,11,Mobile App
783,2023-08-10 00:00:00,15,Website
784,2023-08-09 00:00:00,13,Online Banking
785,2023-10-08 00:00:00,33,Online Banking
786,2023-09-10 00:00:00,46,Mobile App
787,2023-05-10 00:00:00,14,Website
788,2023-08-20 00:00:00,39,Online Banking
789,2023-09-20 00:00:00,2,Website
790,2023-04-28 00:00:00,10,Website
791,2023-12-21 00:00:00,42,Website
792,2023-08-06 00:00:00,30,Online Banking
793,2023-10-14 00:00:00,32,Website
794,2023-05-23 00:00:00,9,Website
795,2023-12-31 00:00:00,48,Online Banking
796,2023-02-09 00:00:00,16,Website
797,2023-12-29 00:00:00,39,Website
798,2023-05-27 00:00:00,5,Mobile App
799,2023-01-03 00:00:00,46,Mobile App
800,2023-05-28 00:00:00,15,Online Banking
801,2023-09-05 00:00:00,4,Website
802,2023-09-07 00:00:00,24,Mobile App
803,2023-11-14 00:00:00,25,Website
804,2023-12-19 00:00:00,37,Website
805,2023-01-17 00:00:00,24,Website
806,2023-08-20 00:00:00,42,Online Banking
807,2023-02-28 00:00:00,13,Mobile App
808,2023-08-18 00:00:00,20,Online Banking
809,2023-02-10 00:00:00,5,Mobile App
810,2023-02-17 00:00:00,20,Online Banking
811,2023-04-08 00:00:00,18,Online Banking
812,2023-03-09 00:00:00,39,Mobile App
813,2023-12-08 00:00:00,49,Website
814,2023-05-22 00:00:00,3,Online Banking
815,2023-08-21 00:00:00,44,Online Banking
816,2023-10-20 00:00:00,31,Online Banking
817,2023-12-17 00:00:00,30,Website
818,2023-03-23 00:00:00,41,Online Banking
819,2023-05-06 00:00:00,24,Website
820,2023-09-08 00:00:00,5,Online Banking
821,2023-06-19 00:00:00,20,Mobile App
822,2023-01-29 00:00:00,24,Mobile App
823,2023-12-31 00:00:00,17,Online Banking
824,2023-02-04 00:00:00,8,Online Banking
825,2023-11-11 00:00:00,21,Website
826,2023-07-18 00:00:00,14,Mobile App
827,2023-10-09 00:00:00,38,Online Banking
828,2023-10-12 00:00:00,32,Online Banking
829,2023-06-13 00:00:00,36,Online Banking
830,2023-07-17 00:00:00,40,Website
831,2023-09-03 00:00:00,4,Mobile App
832,2023-08-22 00:00:00,21,Website
833,2023-09-14 00:00:00,25,Mobile App
834,2023-11-21 00:00:00,45,Mobile App
835,2023-07-21 00:00:00,1,Mobile App
836,2023-06-06 00:00:00,47,Mobile App
837,2023-08-26 00:00:00,13,Website
838,2023-01-03 00:00:00,16,Online Banking
839,2023-06-28 00:00:00,29,Mobile App
840,2023-06-24 00:00:00,39,Mobile App
841,2023-08-04 00:00:00,29,Website
842,2023-03-29 00:00:00,12,Mobile App
843,2023-02-07 00:00:00,31,Website
844,2023-10-31 00:00:00,20,Mobile App
845,2023-02-18 00:00:00,35,Online Banking
846,2023-09-19 00:00:00,41,Mobile App
847,2023-11-22 00:00:00,28,Online Banking
848,2023-01-03 00:00:00,35,Mobile App
849,2023-01-20 00:00:00,29,Website
850,2023-08-20 00:00:00,44,Mobile App
851,2023-01-29 00:00:00,39,Online Banking
852,2023-09-23 00:00:00,29,Mobile App
853,2023-12-01 00:00:00,34,Website
854,2023-07-12 00:00:00,10,Mobile App
855,2023-09-25 00:00:00,37,Online Banking
856,2023-05-18 00:00:00,48,Website
857,2023-07-10 00:00:00,7,Mobile App
858,2023-08-08 00:00:00,9,Website
859,2023-07-24 00:00:00,16,Website
860,2023-05-27 00:00:00,21,Mobile App
861,2023-05-16 00:00:00,14,Website
862,2023-03-07 00:00:00,2,Online Banking
863,2023-10-14 00:00:00,26,Online Banking
864,2023-03-20 00:00:00,34,Website
865,2023-06-10 00:00:00,47,Mobile App
866,2023-12-26 00:00:00,49,Website
867,2023-12-20 00:00:00,18,Website
868,2023-07-22 00:00:00,12,Website
869,2023-12-15 00:00:00,19,Online Banking
870,2023-01-18 00:00:00,36,Website
871,2023-09-16 00:00:00,38,Online Banking
872,2023-04-30 00:00:00,16,Website
873,2023-10-20 00:00:00,46,Website
874,2023-12-29 00:00:00,8,Mobile App
875,2023-12-02 00:00:00,9,Website
876,2023-09-20 00:00:00,4,Online Banking
877,2023-05-31 00:00:00,36,Website
878,2023-08-05 00:00:00,47,Website
879,2023-07-11 00:00:00,38,Online Banking
880,2023-11-10 00:00:00,49,Online Banking
881,2023-04-01 00:00:00,49,Website
882,2023-09-10 00:00:00,45,Website
883,2023-10-15 00:00:00,4,Website
884,2023-10-05 00:00:00,8,Online Banking
885,2023-01-09 00:00:00,43,Mobile App
886,2023-08-21 00:00:00,7,Mobile App
887,2023-03-11 00:00:00,3,Website
888,2023-09-04 00:00:00,1,Online Banking
889,2023-01-26 00:00:00,4,Mobile App
890,2023-03-01 00:00:00,1,Mobile App
891,2023-03-15 00:00:00,46,Website
892,2023-01-16 00:00:00,42,Mobile App
893,2023-10-14 00:00:00,38,Mobile App
894,2023-08-21 00:00:00,37,Mobile App
895,2023-09-26 00:00:00,12,Mobile App
896,2023-11-22 00:00:00,42,Online Banking
897,2023-08-21 00:00:00,10,Mobile App
898,2023-01-09 00:00:00,47,Online Banking
899,2023-12-16 00:00:00,1,Website
900,2023-03-23 00:00:00,2,Online Banking
901,2023-01-14 00:00:00,12,Website
902,2023-09-17 00:00:00,39,Online Banking
903,2023-06-22 00:00:00,48,Mobile App
904,2023-11-24 00:00:00,36,Mobile App
905,2023-11-27 00:00:00,7,Online Banking
906,2023-04-03 00:00:00,38,Website
907,2023-06-07 00:00:00,25,Website
908,2023-12-06 00:00:00,3,Website
909,2023-02-02 00:00:00,27,Online Banking
910,2023-08-16 00:00:00,24,Online Banking
911,2023-02-27 00:00:00,27,Mobile App
912,2023-07-30 00:00:00,6,Mobile App
913,2023-09-17 00:00:00,25,Mobile App
914,2023-07-31 00:00:00,43,Website
915,2023-06-22 00:00:00,31,Online Banking
916,2023-08-31 00:00:00,44,Mobile App
917,2023-05-10 00:00:00,9,Mobile App
918,2023-10-11 00:00:00,39,Mobile App
919,2023-12-14 00:00:00,29,Website
920,2023-10-08 00:00:00,14,Mobile App
921,2023-11-05 00:00:00,36,Online Banking
922,2023-08-10 00:00:00,29,Website
923,2023-02-10 00:00:00,43,Website
924,2023-03-25 00:00:00,41,Website
925,2023-01-20 00:00:00,38,Mobile App
926,2023-05-03 00:00:00,22,Online Banking
927,2023-06-06 00:00:00,12,Mobile App
928,2023-05-21 00:00:00,40,Website
929,2023-02-16 00:00:00,49,Online Banking
930,2023-08-10 00:00:00,26,Website
931,2023-03-10 00:00:00,46,Mobile App
932,2023-06-05 00:00:00,28,Online Banking
933,2023-04-29 00:00:00,21,Website
934,2023-11-14 00:00:00,27,Mobile App
935,2023-10-28 00:00:00,33,Website
936,2023-07-28 00:00:00,29,Mobile App
937,2023-03-30 00:00:00,24,Mobile App
938,2023-06-19 00:00:00,32,Website
939,2023-11-22 00:00:00,6,Website
940,2023-04-04 00:00:00,27,Mobile App
941,2023-09-22 00:00:00,16,Website
942,2023-06-13 00:00:00,36,Online Banking
943,2023-03-19 00:00:00,47,Website
944,2023-06-04 00:00:00,30,Website
945,2023-07-20 00:00:00,15,Website
946,2023-11-13 00:00:00,8,Mobile App
947,2023-05-06 00:00:00,31,Website
948,2023-02-12 00:00:00,9,Mobile App
949,2023-06-12 00:00:00,42,Online Banking
950,2023-04-22 00:00:00,21,Online Banking
951,2023-11-08 00:00:00,39,Online Banking
952,2023-03-20 00:00:00,39,Website
953,2023-10-21 00:00:00,43,Website
954,2023-07-20 00:00:00,20,Online Banking
955,2023-12-08 00:00:00,26,Website
956,2023-10-20 00:00:00,38,Online Banking
957,2023-06-01 00:00:00,43,Mobile App
958,2023-05-21 00:00:00,14,Online Banking
959,2023-11-17 00:00:00,48,Online Banking
960,2023-02-10 00:00:00,41,Online Banking
961,2023-05-01 00:00:00,21,Mobile App
962,2023-04-04 00:00:00,19,Online Banking
963,2023-09-17 00:00:00,14,Online Banking
964,2023-03-13 00:00:00,9,Online Banking
965,2023-07-11 00:00:00,42,Mobile App
966,2023-05-16 00:00:00,4,Mobile App
967,2023-04-28 00:00:00,23,Online Banking
968,2023-01-17 00:00:00,22,Online Banking
969,2023-04-25 00:00:00,20,Online Banking
970,2023-03-22 00:00:00,19,Website
971,2023-10-17 00:00:00,19,Mobile App
972,2023-10-26 00:00:00,23,Mobile App
973,2023-10-18 00:00:00,31,Website
974,2023-09-12 00:00:00,46,Mobile App
975,2023-09-14 00:00:00,19,Mobile App
976,2023-02-17 00:00:00,44,Online Banking
977,2023-02-08 00:00:00,20,Online Banking
978,2023-09-14 00:00:00,26,Mobile App
979,2023-05-18 00:00:00,6,Website
980,2023-05-04 00:00:00,28,Online Banking
981,2023-09-23 00:00:00,41,Website
982,2023-06-20 00:00:00,4,Mobile App
983,2023-05-09 00:00:00,49,Mobile App
984,2023-05-01 00:00:00,44,Website
985,2023-03-04 00:00:00,9,Website
986,2023-11-08 00:00:00,49,Online Banking
987,2023-06-08 00:00:00,14,Mobile App
988,2023-02-14 00:00:00,31,Website
989,2023-07-26 00:00:00,29,Website
990,2023-06-07 00:00:00,49,Mobile App
991,2023-09-17 00:00:00,22,Website
992,2023-03-26 00:00:00,9,Website
993,2023-12-27 00:00:00,11,Website
994,2023-07-23 00:00:00,25,Mobile App
995,2023-07-31 00:00:00,34,Website
996,2023-01-29 00:00:00,38,Mobile App
997,2023-04-01 00:00:00,5,Mobile App
998,2023-07-10 00:00:00,47,Website
999,2023-01-08 00:00:00,23,Website
1000,2023-08-13 00:00:00,22,Mobile App
